sex,province,education,religion_importance,aboriginal,hh_size,age,vote
(1) Male,(10) British Columbia,(9) Bachelor's degree,Very important,No,1,55,Conservatives
(1) Male,(10) British Columbia,(10) Master's degree,Not very important,No,3,82,Liberal
(1) Male,(10) British Columbia,(9) Bachelor's degree,Somewhat important,No,4,48,Conservatives
(1) Male,(10) British Columbia,(9) Bachelor's degree,Not very important,No,2,24,Conservatives
(2) Female,(9) Alberta,"(7) Completed technical, community college, CEGEP, College C",Very important,No,1,67,Liberal
(2) Female,(9) Alberta,(5) Completed secondary / high school,Very important,No,2,32,Conservatives
(1) Male,(9) Alberta,(9) Bachelor's degree,Very important,No,2,56,Conservatives
(1) Male,(9) Alberta,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,5,51,Conservatives
(1) Male,(9) Alberta,(9) Bachelor's degree,Somewhat important,No,2,64,Greens
(1) Male,(9) Alberta,(10) Master's degree,Somewhat important,No,4,37,Conservatives
(2) Female,(9) Alberta,(9) Bachelor's degree,Somewhat important,No,2,74,NDP
(2) Female,(9) Alberta,(11) Professional degree or doctorate,Somewhat important,No,4,37,Conservatives
(1) Male,(9) Alberta,(5) Completed secondary / high school,Not important at all,No,3,58,Conservatives
(2) Female,(9) Alberta,(9) Bachelor's degree,Somewhat important,No,3,33,Liberal
(1) Male,(9) Alberta,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,2,64,Conservatives
(1) Male,(9) Alberta,(5) Completed secondary / high school,Somewhat important,No,5,39,Conservatives
(1) Male,(9) Alberta,(11) Professional degree or doctorate,Very important,No,2,79,Liberal
(2) Female,(9) Alberta,(9) Bachelor's degree,Very important,No,4,36,Liberal
(1) Male,(9) Alberta,(4) Some secondary / high school,Very important,No,7,41,Conservatives
(2) Female,(9) Alberta,(8) Some university,Somewhat important,No,3,56,Conservatives
(1) Male,(9) Alberta,(9) Bachelor's degree,Somewhat important,No,3,32,Conservatives
(2) Female,(9) Alberta,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,60,Conservatives
(1) Male,(9) Alberta,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,68,Conservatives
(1) Male,(9) Alberta,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,51,Conservatives
(1) Male,(9) Alberta,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,2,55,Conservatives
(1) Male,(9) Alberta,(11) Professional degree or doctorate,Not important at all,No,2,73,Conservatives
(1) Male,(7) Manitoba,(5) Completed secondary / high school,Not very important,No,3,39,NDP
(1) Male,(7) Manitoba,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,3,50,Conservatives
(1) Male,(7) Manitoba,(9) Bachelor's degree,Somewhat important,No,2,34,Conservatives
(2) Female,(7) Manitoba,"(7) Completed technical, community college, CEGEP, College C",Very important,No,5,53,NDP
(2) Female,(7) Manitoba,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,3,52,NDP
(1) Male,(7) Manitoba,(9) Bachelor's degree,Not very important,No,4,45,NDP
(2) Female,(7) Manitoba,(9) Bachelor's degree,Somewhat important,Yes,2,50,NDP
(2) Female,(7) Manitoba,(9) Bachelor's degree,Not very important,No,3,63,Conservatives
(2) Female,(7) Manitoba,(5) Completed secondary / high school,Not very important,No,2,66,Conservatives
(2) Female,(7) Manitoba,(8) Some university,Not very important,No,2,74,Conservatives
(1) Male,(7) Manitoba,(9) Bachelor's degree,Very important,No,3,62,Conservatives
(1) Male,(7) Manitoba,(10) Master's degree,Not very important,No,5,44,NDP
(1) Male,(7) Manitoba,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,3,27,Liberal
(1) Male,(7) Manitoba,(8) Some university,Very important,No,4,49,Conservatives
(1) Male,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,39,Conservatives
(1) Male,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Very important,Yes,3,54,Conservatives
(1) Male,(8) Saskatchewan,(11) Professional degree or doctorate,Very important,No,8,56,Conservatives
(1) Male,(8) Saskatchewan,(9) Bachelor's degree,Somewhat important,No,1,67,Liberal
(1) Male,(8) Saskatchewan,(5) Completed secondary / high school,Very important,Yes,3,56,Liberal
(1) Male,(8) Saskatchewan,(9) Bachelor's degree,Somewhat important,No,4,43,Conservatives
(2) Female,(8) Saskatchewan,(9) Bachelor's degree,Somewhat important,No,1,31,Liberal
(1) Male,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,61,Conservatives
(1) Male,(8) Saskatchewan,(2) Some elementary school,Very important,No,2,70,Conservatives
(1) Male,(8) Saskatchewan,(2) Some elementary school,Very important,Yes,1,64,NDP
(2) Female,(8) Saskatchewan,(9) Bachelor's degree,Somewhat important,No,4,44,NDP
(1) Male,(8) Saskatchewan,"(6) Some technical, community college, CEGEP, College Classi",Somewhat important,No,2,30,NDP
(1) Male,(5) Quebec,(10) Master's degree,Not very important,No,1,27,Conservatives
(2) Female,(8) Saskatchewan,(10) Master's degree,Very important,No,3,86,Liberal
(1) Male,(1) Newfoundland and Labrador,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,4,22,NDP
(2) Female,(1) Newfoundland and Labrador,(11) Professional degree or doctorate,Not very important,No,3,49,NDP
(1) Male,(1) Newfoundland and Labrador,(5) Completed secondary / high school,Somewhat important,No,3,19,Conservatives
(1) Male,(1) Newfoundland and Labrador,(4) Some secondary / high school,Not important at all,Yes,3,59,Conservatives
(1) Male,(1) Newfoundland and Labrador,(4) Some secondary / high school,Very important,No,4,70,Conservatives
(1) Male,(1) Newfoundland and Labrador,"(7) Completed technical, community college, CEGEP, College C",Very important,No,4,38,Liberal
(1) Male,(1) Newfoundland and Labrador,(5) Completed secondary / high school,Very important,No,2,37,Conservatives
(1) Male,(1) Newfoundland and Labrador,(3) Completed elementary school,Not very important,No,2,72,Liberal
(1) Male,(1) Newfoundland and Labrador,(10) Master's degree,Somewhat important,No,4,54,Liberal
(1) Male,(1) Newfoundland and Labrador,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,48,Conservatives
(2) Female,(1) Newfoundland and Labrador,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,Yes,2,40,Liberal
(2) Female,(1) Newfoundland and Labrador,"(7) Completed technical, community college, CEGEP, College C",Very important,Yes,3,50,Greens
(1) Male,(1) Newfoundland and Labrador,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,33,Conservatives
(2) Female,(1) Newfoundland and Labrador,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,5,43,NDP
(2) Female,(2) Prince Edward Island,(8) Some university,Very important,No,1,63,Liberal
(1) Male,(9) Alberta,(11) Professional degree or doctorate,Not important at all,No,1,31,Conservatives
(1) Male,(2) Prince Edward Island,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,1,57,Liberal
(2) Female,(2) Prince Edward Island,(10) Master's degree,Somewhat important,No,2,53,Liberal
(1) Male,(2) Prince Edward Island,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,2,41,Greens
(2) Female,(2) Prince Edward Island,(5) Completed secondary / high school,Somewhat important,No,3,18,Conservatives
(2) Female,(2) Prince Edward Island,(10) Master's degree,Somewhat important,No,2,41,Liberal
(2) Female,(2) Prince Edward Island,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,4,61,Greens
(1) Male,(2) Prince Edward Island,(5) Completed secondary / high school,Not very important,No,4,48,Conservatives
(2) Female,(2) Prince Edward Island,(5) Completed secondary / high school,Somewhat important,No,2,63,Greens
(1) Male,(2) Prince Edward Island,(8) Some university,Somewhat important,No,5,50,Conservatives
(1) Male,(9) Alberta,(5) Completed secondary / high school,Not very important,No,4,36,Conservatives
(2) Female,(3) Nova Scotia,(5) Completed secondary / high school,Very important,No,2,38,Liberal
(2) Female,(3) Nova Scotia,(9) Bachelor's degree,Very important,No,3,60,NDP
(2) Female,(3) Nova Scotia,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,60,Liberal
(1) Male,(3) Nova Scotia,(11) Professional degree or doctorate,Not very important,No,2,32,Conservatives
(1) Male,(3) Nova Scotia,(9) Bachelor's degree,Somewhat important,No,4,27,Liberal
(2) Female,(3) Nova Scotia,(10) Master's degree,Somewhat important,No,1,70,Liberal
(1) Male,(3) Nova Scotia,(11) Professional degree or doctorate,Very important,No,2,75,Liberal
(1) Male,(3) Nova Scotia,"(7) Completed technical, community college, CEGEP, College C",Very important,No,6,22,Liberal
(2) Female,(3) Nova Scotia,(10) Master's degree,Somewhat important,No,1,64,Liberal
(2) Female,(3) Nova Scotia,(9) Bachelor's degree,Very important,No,4,53,Conservatives
(2) Female,(5) Quebec,(5) Completed secondary / high school,Very important,No,1,70,Liberal
(1) Male,(4) New Brunswick,"(7) Completed technical, community college, CEGEP, College C",Very important,No,1,69,Conservatives
(2) Female,(4) New Brunswick,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,64,Liberal
(1) Male,(4) New Brunswick,(9) Bachelor's degree,Somewhat important,No,2,67,Liberal
(1) Male,(4) New Brunswick,(9) Bachelor's degree,Very important,No,2,28,Conservatives
(1) Male,(4) New Brunswick,(9) Bachelor's degree,Not very important,No,3,33,Conservatives
(2) Female,(4) New Brunswick,(9) Bachelor's degree,Somewhat important,No,2,42,Liberal
(1) Male,(4) New Brunswick,(9) Bachelor's degree,Somewhat important,No,5,40,Greens
(1) Male,(4) New Brunswick,(11) Professional degree or doctorate,Somewhat important,No,2,65,Conservatives
(1) Male,(4) New Brunswick,(5) Completed secondary / high school,Somewhat important,No,2,69,Greens
(1) Male,(4) New Brunswick,(11) Professional degree or doctorate,Not important at all,No,5,41,Greens
(1) Male,(4) New Brunswick,(9) Bachelor's degree,Not very important,No,2,27,Conservatives
(2) Female,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Very important,No,3,40,Conservatives
(1) Male,(10) British Columbia,(9) Bachelor's degree,Very important,No,5,57,Liberal
(1) Male,(10) British Columbia,(11) Professional degree or doctorate,Not very important,No,1,66,Conservatives
(1) Male,(10) British Columbia,(10) Master's degree,Very important,No,2,69,Liberal
(2) Female,(10) British Columbia,(9) Bachelor's degree,Very important,No,2,53,Conservatives
(1) Male,(10) British Columbia,(9) Bachelor's degree,Somewhat important,No,2,73,Conservatives
(1) Male,(10) British Columbia,(5) Completed secondary / high school,Not very important,No,1,56,NDP
(1) Male,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,3,36,People's Party
(1) Male,(10) British Columbia,(8) Some university,Very important,No,1,61,NDP
(1) Male,(10) British Columbia,(9) Bachelor's degree,Very important,No,7,62,Conservatives
(1) Male,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Very important,No,5,34,Conservatives
(2) Female,(10) British Columbia,(9) Bachelor's degree,Not very important,No,5,40,Conservatives
(1) Male,(10) British Columbia,(11) Professional degree or doctorate,Very important,No,5,74,Greens
(1) Male,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,59,Conservatives
(1) Male,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,3,53,NDP
(1) Male,(4) New Brunswick,(9) Bachelor's degree,Not very important,No,3,49,Liberal
(2) Female,(4) New Brunswick,(4) Some secondary / high school,Very important,No,2,74,Conservatives
(2) Female,(4) New Brunswick,"(7) Completed technical, community college, CEGEP, College C",Very important,Yes,3,41,Conservatives
(1) Male,(4) New Brunswick,(10) Master's degree,Not important at all,No,2,49,Greens
(1) Male,(4) New Brunswick,(9) Bachelor's degree,Somewhat important,No,2,38,Liberal
(1) Male,(4) New Brunswick,(9) Bachelor's degree,Somewhat important,No,5,42,Liberal
(1) Male,(4) New Brunswick,(9) Bachelor's degree,Somewhat important,No,2,76,Liberal
(1) Male,(4) New Brunswick,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,53,Conservatives
(2) Female,(4) New Brunswick,(8) Some university,Somewhat important,No,4,18,Greens
(2) Female,(4) New Brunswick,(8) Some university,Somewhat important,No,2,24,Conservatives
(1) Male,(3) Nova Scotia,"(6) Some technical, community college, CEGEP, College Classi",Somewhat important,No,1,20,Conservatives
(1) Male,(4) New Brunswick,(5) Completed secondary / high school,Very important,No,5,30,Conservatives
(1) Male,(4) New Brunswick,(8) Some university,Somewhat important,No,2,72,Conservatives
(1) Male,(1) Newfoundland and Labrador,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,2,29,Conservatives
(2) Female,(1) Newfoundland and Labrador,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,7,46,NDP
(2) Female,(1) Newfoundland and Labrador,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,2,67,Liberal
(2) Female,(1) Newfoundland and Labrador,(10) Master's degree,Very important,No,1,80,Liberal
(2) Female,(1) Newfoundland and Labrador,(8) Some university,Very important,Yes,5,42,Liberal
(1) Male,(1) Newfoundland and Labrador,"(6) Some technical, community college, CEGEP, College Classi",Somewhat important,No,4,57,Conservatives
(1) Male,(1) Newfoundland and Labrador,(5) Completed secondary / high school,Somewhat important,No,5,55,Liberal
(1) Male,(1) Newfoundland and Labrador,"(7) Completed technical, community college, CEGEP, College C",Very important,No,4,42,NDP
(2) Female,(6) Ontario,(9) Bachelor's degree,Very important,No,2,75,Conservatives
(1) Male,(1) Newfoundland and Labrador,"(6) Some technical, community college, CEGEP, College Classi",Not important at all,No,2,22,NDP
(1) Male,(1) Newfoundland and Labrador,(5) Completed secondary / high school,Very important,No,2,54,Liberal
(1) Male,(1) Newfoundland and Labrador,(9) Bachelor's degree,Not very important,No,2,59,Liberal
(1) Male,(3) Nova Scotia,(5) Completed secondary / high school,Not very important,No,3,55,Liberal
(1) Male,(3) Nova Scotia,(5) Completed secondary / high school,Very important,No,1,55,Liberal
(1) Male,(3) Nova Scotia,(9) Bachelor's degree,Very important,No,2,37,Conservatives
(1) Male,(3) Nova Scotia,(9) Bachelor's degree,Very important,No,4,47,Conservatives
(1) Male,(3) Nova Scotia,(9) Bachelor's degree,Somewhat important,No,2,71,Conservatives
(1) Male,(3) Nova Scotia,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,59,Conservatives
(2) Female,(3) Nova Scotia,(9) Bachelor's degree,Very important,No,2,56,Conservatives
(2) Female,(3) Nova Scotia,(9) Bachelor's degree,Somewhat important,No,6,61,NDP
(1) Male,(2) Prince Edward Island,(9) Bachelor's degree,Very important,No,2,58,Liberal
(1) Male,(2) Prince Edward Island,(5) Completed secondary / high school,Somewhat important,No,2,67,Liberal
(2) Female,(2) Prince Edward Island,(5) Completed secondary / high school,Very important,No,2,74,Liberal
(1) Male,(2) Prince Edward Island,(5) Completed secondary / high school,Not very important,No,3,48,Greens
(2) Female,(2) Prince Edward Island,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,3,35,Liberal
(1) Male,(2) Prince Edward Island,"(7) Completed technical, community college, CEGEP, College C",Very important,No,4,49,Conservatives
(1) Male,(2) Prince Edward Island,(11) Professional degree or doctorate,Somewhat important,No,2,76,Greens
(1) Male,(2) Prince Edward Island,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,3,18,Conservatives
(1) Male,(2) Prince Edward Island,(9) Bachelor's degree,Very important,No,4,39,People's Party
(2) Female,(2) Prince Edward Island,(9) Bachelor's degree,Somewhat important,No,6,47,Liberal
(1) Male,(2) Prince Edward Island,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,5,51,NDP
(2) Female,(2) Prince Edward Island,(5) Completed secondary / high school,Very important,No,3,39,Greens
(1) Male,(2) Prince Edward Island,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,69,Conservatives
(1) Male,(7) Manitoba,(10) Master's degree,Somewhat important,No,2,74,Conservatives
(1) Male,(7) Manitoba,(9) Bachelor's degree,Very important,No,4,24,Conservatives
(1) Male,(7) Manitoba,(9) Bachelor's degree,Somewhat important,No,4,51,Conservatives
(1) Male,(7) Manitoba,(9) Bachelor's degree,Somewhat important,No,3,50,Conservatives
(2) Female,(7) Manitoba,(8) Some university,Not very important,No,2,76,Liberal
(1) Male,(7) Manitoba,(5) Completed secondary / high school,Somewhat important,No,5,49,Conservatives
(2) Female,(7) Manitoba,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,3,53,Conservatives
(1) Male,(7) Manitoba,(5) Completed secondary / high school,Somewhat important,No,2,62,Conservatives
(1) Male,(7) Manitoba,"(6) Some technical, community college, CEGEP, College Classi",Very important,Yes,4,42,Liberal
(1) Male,(7) Manitoba,(10) Master's degree,Somewhat important,No,3,50,Conservatives
(2) Female,(7) Manitoba,(5) Completed secondary / high school,Very important,No,2,77,Liberal
(1) Male,(7) Manitoba,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,3,62,Conservatives
(2) Female,(7) Manitoba,(10) Master's degree,Not very important,No,1,32,NDP
(1) Male,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,42,Conservatives
(2) Female,(8) Saskatchewan,(9) Bachelor's degree,Somewhat important,No,4,39,Conservatives
(1) Male,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Very important,No,3,58,People's Party
(2) Female,(8) Saskatchewan,(9) Bachelor's degree,Somewhat important,No,4,43,NDP
(2) Female,(8) Saskatchewan,(11) Professional degree or doctorate,Very important,No,5,51,Conservatives
(1) Male,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,62,Conservatives
(1) Male,(8) Saskatchewan,(5) Completed secondary / high school,Very important,No,2,77,Conservatives
(2) Female,(8) Saskatchewan,(9) Bachelor's degree,Very important,No,6,48,NDP
(1) Male,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Very important,No,4,41,Conservatives
(2) Female,(8) Saskatchewan,(8) Some university,Somewhat important,No,2,34,Liberal
(1) Male,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,4,43,Liberal
(1) Male,(8) Saskatchewan,(5) Completed secondary / high school,Somewhat important,No,1,33,Conservatives
(2) Female,(8) Saskatchewan,(10) Master's degree,Not very important,No,2,55,Conservatives
(1) Male,(8) Saskatchewan,(9) Bachelor's degree,Somewhat important,No,2,53,Conservatives
(1) Male,(8) Saskatchewan,(4) Some secondary / high school,Somewhat important,No,6,19,Conservatives
(1) Male,(2) Prince Edward Island,(11) Professional degree or doctorate,Very important,No,2,57,Greens
(1) Male,(9) Alberta,(10) Master's degree,Very important,No,5,53,Conservatives
(1) Male,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,45,Conservatives
(1) Male,(10) British Columbia,(10) Master's degree,Very important,No,2,70,Liberal
(1) Male,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Very important,Yes,2,69,People's Party
(1) Male,(10) British Columbia,(5) Completed secondary / high school,Somewhat important,No,3,61,Conservatives
(2) Female,(10) British Columbia,(9) Bachelor's degree,Not very important,No,5,75,Liberal
(2) Female,(10) British Columbia,(11) Professional degree or doctorate,Somewhat important,No,2,67,Conservatives
(2) Female,(7) Manitoba,(5) Completed secondary / high school,Not very important,No,1,57,Liberal
(2) Female,(7) Manitoba,(9) Bachelor's degree,Very important,No,2,65,Conservatives
(2) Female,(7) Manitoba,(4) Some secondary / high school,Somewhat important,No,4,57,NDP
(1) Male,(7) Manitoba,(5) Completed secondary / high school,Somewhat important,No,2,68,Conservatives
(1) Male,(7) Manitoba,(9) Bachelor's degree,Very important,No,2,70,Conservatives
(2) Female,(7) Manitoba,(10) Master's degree,Somewhat important,No,3,44,Liberal
(1) Male,(7) Manitoba,(8) Some university,Somewhat important,No,2,65,Conservatives
(1) Male,(7) Manitoba,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,1,94,Conservatives
(1) Male,(4) New Brunswick,(4) Some secondary / high school,Somewhat important,No,2,76,Greens
(1) Male,(4) New Brunswick,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,60,Conservatives
(2) Female,(4) New Brunswick,(10) Master's degree,Very important,No,2,62,Greens
(1) Male,(4) New Brunswick,(9) Bachelor's degree,Not important at all,No,2,83,Greens
(1) Male,(1) Newfoundland and Labrador,(5) Completed secondary / high school,Very important,No,1,57,Conservatives
(1) Male,(1) Newfoundland and Labrador,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,61,Conservatives
(2) Female,(1) Newfoundland and Labrador,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,2,61,NDP
(2) Female,(3) Nova Scotia,(5) Completed secondary / high school,Somewhat important,No,1,85,Liberal
(1) Male,(3) Nova Scotia,(8) Some university,Very important,No,6,22,Liberal
(1) Male,(3) Nova Scotia,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,3,60,Liberal
(2) Female,(3) Nova Scotia,(10) Master's degree,Not very important,No,1,75,Liberal
(2) Female,(2) Prince Edward Island,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,69,Liberal
(1) Male,(2) Prince Edward Island,"(7) Completed technical, community college, CEGEP, College C",Very important,No,4,45,Conservatives
(2) Female,(2) Prince Edward Island,(4) Some secondary / high school,Very important,No,1,87,Liberal
(2) Female,(2) Prince Edward Island,(9) Bachelor's degree,Very important,No,2,65,Liberal
(1) Male,(2) Prince Edward Island,(10) Master's degree,Not very important,No,2,63,Liberal
(1) Male,(2) Prince Edward Island,(11) Professional degree or doctorate,Very important,No,2,57,Liberal
(2) Female,(2) Prince Edward Island,(4) Some secondary / high school,Not very important,No,2,69,Liberal
(2) Female,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,3,44,NDP
(2) Female,(8) Saskatchewan,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,1,62,Conservatives
(2) Female,(8) Saskatchewan,(8) Some university,Not very important,No,1,63,NDP
(2) Female,(8) Saskatchewan,(5) Completed secondary / high school,Very important,No,2,67,Conservatives
(1) Male,(10) British Columbia,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,2,75,Conservatives
(1) Male,(10) British Columbia,(8) Some university,Somewhat important,No,2,71,Conservatives
(1) Male,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,69,Conservatives
(2) Female,(10) British Columbia,(4) Some secondary / high school,Very important,Yes,1,61,Conservatives
(1) Male,(10) British Columbia,(10) Master's degree,Not important at all,No,5,78,Greens
(2) Female,(10) British Columbia,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,1,71,Greens
(1) Male,(7) Manitoba,(9) Bachelor's degree,Somewhat important,No,3,48,Liberal
(1) Male,(7) Manitoba,(9) Bachelor's degree,Somewhat important,No,1,41,Conservatives
(2) Female,(7) Manitoba,(2) Some elementary school,Very important,No,1,78,Conservatives
(1) Male,(7) Manitoba,(4) Some secondary / high school,Somewhat important,No,3,42,NDP
(2) Female,(7) Manitoba,(10) Master's degree,Somewhat important,No,2,63,Liberal
(1) Male,(7) Manitoba,(9) Bachelor's degree,Very important,No,5,39,Conservatives
(1) Male,(7) Manitoba,"(6) Some technical, community college, CEGEP, College Classi",Very important,Yes,1,54,Conservatives
(2) Female,(7) Manitoba,(4) Some secondary / high school,Very important,No,1,86,Conservatives
(2) Female,(7) Manitoba,(9) Bachelor's degree,Very important,No,4,51,Conservatives
(1) Male,(7) Manitoba,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,48,Conservatives
(2) Female,(7) Manitoba,"(7) Completed technical, community college, CEGEP, College C",Very important,No,1,65,Liberal
(1) Male,(4) New Brunswick,(9) Bachelor's degree,Somewhat important,No,4,44,Liberal
(2) Female,(4) New Brunswick,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,66,Liberal
(1) Male,(4) New Brunswick,(5) Completed secondary / high school,Somewhat important,No,2,65,Conservatives
(1) Male,(4) New Brunswick,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,2,34,Liberal
(2) Female,(4) New Brunswick,(3) Completed elementary school,Very important,No,1,73,Liberal
(2) Female,(4) New Brunswick,(8) Some university,Somewhat important,No,3,54,Conservatives
(2) Female,(4) New Brunswick,(5) Completed secondary / high school,Very important,No,1,63,Conservatives
(1) Male,(4) New Brunswick,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,65,Conservatives
(1) Male,(1) Newfoundland and Labrador,(2) Some elementary school,Very important,No,3,46,Conservatives
(1) Male,(1) Newfoundland and Labrador,(10) Master's degree,Somewhat important,No,2,64,Liberal
(1) Male,(1) Newfoundland and Labrador,(5) Completed secondary / high school,Not very important,No,5,43,Conservatives
(2) Female,(1) Newfoundland and Labrador,"(7) Completed technical, community college, CEGEP, College C",Very important,No,2,77,NDP
(1) Male,(1) Newfoundland and Labrador,"(7) Completed technical, community college, CEGEP, College C",Not very important,No,1,44,Liberal
(1) Male,(1) Newfoundland and Labrador,(8) Some university,Somewhat important,No,2,68,Conservatives
(2) Female,(1) Newfoundland and Labrador,(8) Some university,Very important,No,1,76,Liberal
(1) Male,(1) Newfoundland and Labrador,(8) Some university,Somewhat important,No,3,63,Liberal
(2) Female,(1) Newfoundland and Labrador,"(6) Some technical, community college, CEGEP, College Classi",Not important at all,No,3,37,Conservatives
(2) Female,(1) Newfoundland and Labrador,(9) Bachelor's degree,Somewhat important,No,2,56,Liberal
(1) Male,(1) Newfoundland and Labrador,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,2,36,Conservatives
(1) Male,(1) Newfoundland and Labrador,(8) Some university,Very important,No,2,76,Liberal
(1) Male,(1) Newfoundland and Labrador,(4) Some secondary / high school,Very important,No,2,59,Liberal
(2) Female,(3) Nova Scotia,(9) Bachelor's degree,Somewhat important,No,2,53,Greens
(2) Female,(3) Nova Scotia,(8) Some university,Somewhat important,No,4,61,Conservatives
(2) Female,(3) Nova Scotia,(8) Some university,Very important,No,1,85,Liberal
(2) Female,(3) Nova Scotia,"(7) Completed technical, community college, CEGEP, College C",Somewhat important,No,1,75,Conservatives
(2) Female,(3) Nova Scotia,"(6) Some technical, community college, CEGEP, College Classi",Somewhat important,No,4,21,Greens
(1) Male,(3) Nova Scotia,(5) Completed secondary / high school,Very important,No,2,77,Conservatives
(2) Female,(3) Nova Scotia,(9) Bachelor's degree,Very important,No,2,68,Liberal
(1) Male,(3) Nova Scotia,(8) Some university,Somewhat important,No,3,65,Liberal
(1) Male,(4) New Brunswick,(5) Completed secondary / high school,Somewhat important,No,2,74,Liberal
(2) Female,(3) Nova Scotia,(9) Bachelor's degree,Somewhat important,No,2,62,Liberal
(2) Female,(3) Nova Scotia,"(7) Completed technical, community college, CEGEP, College C",Not important at all,No,4,34,Liberal
(2) Female,(3) Nova Scotia,(5) Completed secondary / high school,Somewhat important,No,3,38,Liberal
(1) Male,(2) Prince Edward Island,(9) Bachelor's degree,Very important,No,2,76,Conservatives
(1) Male,(2) Prince Edward Island,(11) Professional degree or doctorate,Somewhat important,No,2,72,Conservatives
(1) Male,(2) Prince Edward Island,(9) Bachelor's degree,Somewhat important,No,2,73,Conservatives
(1) Male,(2) Prince Edward Island,(8) Some university,Very important,No,2,61,Liberal
(2) Female,(2) Prince Edward Island,(5) Completed secondary / high school,Very important,No,1,86,Conservatives
(1) Male,(2) Prince Edward Island,"(7) Completed technical, community college, CEGEP, College C",Very important,No,1,68,Conservatives
(2) Female,(2) Prince Edward Island,(10) Master's degree,Not important at all,No,1,76,Liberal
(2) Female,(2) Prince Edward Island,(9) Bachelor's degree,Very important,No,1,82,Liberal
(2) Female,(2) Prince Edward Island,(10) Master's degree,Very important,No,1,68,Liberal
(2) Female,(2) Prince Edward Island,(8) Some university,Somewhat important,No,1,80,Liberal
(1) Male,(2) Prince Edward Island,"(6) Some technical, community college, CEGEP, College Classi",Very important,No,1,46,Conservatives
